AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2006;2701;Venezia Cà Foscari;84/S;Economia e finanza;VENEZIA;27;M;16
2006;2701;Venezia Cà Foscari;84/S;Consulenza aziendale;VENEZIA;27;M;16
2006;2701;Venezia Cà Foscari;64/S;Economia degli scambi internazionali;TREVISO;26;M;16
2006;1509;Milano Bicocca;84/S;Scienze economico-aziendali;MILANO;15;M;16
2006;1509;Milano Bicocca;92/S;Biostatistica e statistica sperimentale;MILANO;15;F;16
2006;1601;Bergamo;99999;Lingue e letterature straniere;BERGAMO;16;M;16
2006;1509;Milano Bicocca;26;Informatica;MILANO;15;F;16
2006;1509;Milano Bicocca;32;Matematica;MILANO;15;F;16
2006;1701;Brescia;99999;Medicina e chirurgia;BRESCIA;17;M;16
2006;1701;Brescia;SNT1;Ostetricia;BRESCIA;17;F;16
2006;1701;Brescia;SNT2;Fisioterapia;BRESCIA;17;M;16
2006;1801;Pavia;22/S;Giurisprudenza;PAVIA;18;F;16
2006;1801;Pavia;16;Geologia e risorse naturali;PAVIA;18;M;16
2006;1801;Pavia;09/S;Biotecnologie mediche e farmaceutiche;PAVIA;18;F;16
2006;1504;Milano Cattolica;17;Economia e gestione dei servizi;ROMA;58;F;16
2006;1503;Milano Bocconi;84/S;Economia e management per le arti, la cultura e la comunicazione;MILANO;15;F;16
2006;1503;Milano Bocconi;99999;Economia e legislazione per l'impresa;MILANO;15;F;16
2006;1503;Milano Bocconi;99999;Economia e legislazione per l'impresa;MILANO;15;M;16
2006;1504;Milano Cattolica;99999;Tecnici cosmetici;ROMA;58;F;16
2006;1504;Milano Cattolica;99999;Scienze dell'educazione;MILANO;15;M;16
2007;101;Torino;99999;Filosofia;TORINO;1;F;16
2007;101;Torino;SNT1;Infermieristica pediatrica;TORINO;1;F;16
2007;101;Torino;DS1/S;Scienze strategiche ed economico-amministrative;TORINO;1;M;16
2007;102;Torino Politecnico;04/S;Architettura (restauro e valorizzazione);TORINO;1;M;16
2007;102;Torino Politecnico;8;Ingegneria della protezione del territorio;TORINO;1;M;16
2007;201;Piemonte Orientale;22/S;Giurisprudenza;ALESSANDRIA;6;M;16
2007;201;Piemonte Orientale;30;Promozione e gestione del turismo;NOVARA;3;M;16
2007;701;Aosta;99999;Scienze della formazione primaria;AOSTA;7;F;16
2007;201;Piemonte Orientale;SNT1;Infermieristica;BIELLA;96;M;16
2007;201;Piemonte Orientale;14/S;Chimica e tecnologia farmaceutiche;NOVARA;3;F;16
2007;201;Piemonte Orientale;5;Lettere;VERCELLI;2;F;16
2007;201;Piemonte Orientale;14;Scienze della comunicazione;VERCELLI;2;F;16
2007;102;Torino Politecnico;30/S;Ingegneria telematica;TORINO;1;M;16
2007;1501;Milano;06/S;Biologia molecolare della cellula;MILANO;15;F;16
2007;1202;Insubria;8;Ingegneria per la sicurezza del lavoro e dell'ambiente;VARESE;12;M;16
2007;1001;Genova;104/S;Traduzione;GENOVA;10;F;16
2007;1001;Genova;8;Ingegneria dell'ambiente;SAVONA;9;M;16
2007;1001;Genova;26/S;Bioingegneria;GENOVA;10;F;16
2007;1001;Genova;32;Matematica;GENOVA;10;F;16
2007;1001;Genova;22/S;Giurisprudenza;IMPERIA;8;F;16
2007;1001;Genova;17;Economia e gestione dei servizi turistici;SAVONA;9;F;16
2007;1001;Genova;82/S;Scienze ambientali e marine;GENOVA;10;F;16
2007;1001;Genova;99999;Ingegneria edile;GENOVA;10;M;16
2007;1504;Milano Cattolica;29;Scienze umane e filosofiche;MILANO;15;F;16
2007;1504;Milano Cattolica;17;Economia e gestione dei servizi;ROMA;58;M;16
2007;1504;Milano Cattolica;18;Scienze dei processi formativi;MILANO;15;F;16
2007;1504;Milano Cattolica;56/S;Progettazione pedagogica e interventi socio-educativi;MILANO;15;F;16
2007;1504;Milano Cattolica;67/S;Scienze della counicazione: organizzazione e innovazione;MILANO;15;M;16
2007;1504;Milano Cattolica;65/S;Educazione e orientamento degli adulti e sviluppo dei sistemi formativi;MILANO;15;F;16
2007;1504;Milano Cattolica;SNT1;Infermieristica;CAMPOBASSO;70;F;16
2007;1504;Milano Cattolica;99999;Scienze politiche;MILANO;15;M;16
2007;1504;Milano Cattolica;LMG/01;Giurisprudenza;MILANO;15;M;16
2007;1505;Milano IULM;59/S;Consumi, distribuzione commerciale e comunicazione d'impresa;MILANO;15;M;16
2007;1501;Milano;23/S;Informatica;MILANO;15;M;16
2007;1501;Milano;21;Chimica applicata e ambientale;MILANO;15;M;16
2007;1501;Milano;78/S;Scienze alimentari;MILANO;15;M;16
2007;1501;Milano;57/S;Scienze del lavoro;MILANO;15;M;16
2007;1502;Milano Politecnico;4;Architettura degli interni;MILANO;15;M;16
2007;1502;Milano Politecnico;30/S;Ingegneria delle telecomunicazioni;MILANO;15;F;16
2007;1502;Milano Politecnico;50/S;Ingegneria matematica;MILANO;15;M;16
2007;1502;Milano Politecnico;103/S;Design della moda (fashion design);MILANO;15;F;16
2007;1502;Milano Politecnico;9;Ingegneria informatica;MILANO;15;F;16
2007;1504;Milano Cattolica;5;Lettere moderne;MILANO;15;M;16
2007;1502;Milano Politecnico;99999;Ingegneria biomedica;MILANO;15;M;16
2007;2301;Verona;22/S;Giurisprudenza;VERONA;23;F;16
2007;2301;Verona;5;Lettere;VERONA;23;M;16
2007;2201;Trento;36;Società, politica e istituzioni europee;TRENTO;22;M;16
2007;2301;Verona;29;Filosofia;VERONA;23;M;16
2007;2301;Verona;84/S;Economia e legislazione di impresa;VERONA;23;M;16
2007;2801;Padova;06/S;Biologia molecolare;PADOVA;28;F;16
2007;2801;Padova;08/S;Biotecnologie industriali;PADOVA;28;M;16
2007;2801;Padova;12;Biologia molecolare;PADOVA;28;M;16
2007;2801;Padova;09/S;Biotecnologie mediche;PADOVA;28;F;16
2007;2801;Padova;15;Politica e integrazione europea;PADOVA;28;M;16
2007;2801;Padova;13;Archeologia;PADOVA;28;M;16
2007;2801;Padova;16/S;Letteratura e filologia medievale e moderna;PADOVA;28;F;16
2007;2701;Venezia Cà Foscari;84/S;Economia e finanza;VENEZIA;27;M;16
2007;2701;Venezia Cà Foscari;99999;Lettere;VENEZIA;27;F;16
2007;2701;Venezia Cà Foscari;37;Statistica e informatica per la gestione delle imprese;TREVISO;26;F;16
2007;2701;Venezia Cà Foscari;64/S;Economia degli scambi internazionali;TREVISO;26;M;16
2007;2701;Venezia Cà Foscari;57/S;Politiche e servizi sociali;VENEZIA;27;F;16
2007;1509;Milano Bicocca;99999;Scienze dell'educazione;MILANO;15;M;16
2007;1601;Bergamo;10;Ingegneria gestionale;DALMINE;16;F;16
2007;1801;Pavia;8;Ingegneria per l'ambiente ed il territorio;PAVIA;18;M;16
2007;1801;Pavia;08/S;Biotecnologie industriali;PAVIA;18;F;16
2007;1701;Brescia;99999;Economia e commercio;BRESCIA;17;F;16
2007;1701;Brescia;SNT1;Infermieristica;MANTOVA;20;F;16
2007;1701;Brescia;SNT1;Infermieristica;CHIARI;17;F;16
2007;1701;Brescia;SNT2;Fisioterapia;CREMONA;19;F;16
2007;1801;Pavia;28/S;Ingegneria civile;PAVIA;18;M;16
2007;1801;Pavia;SNT2;Terapia della neuro e psicomotricità dell'età evolutiva;PAVIA;18;F;16
2007;2101;Bolzano;20;Tecnica ed economia agraria;BOLZANO - BOZEN;21;M;16
2007;1801;Pavia;99999;Odontoiatria e protesi dentaria;PAVIA;18;M;16
2007;2201;Trento;8;Ingegneria per l'ambiente e il territorio;TRENTO;22;F;16
2007;3401;Parma;21;Scienze e tecnologie chimiche;PARMA;34;M;16
2007;2801;Padova;61/S;Scienza e ingegneria dei materiali;PADOVA;28;M;16
2007;2801;Padova;99999;Lettere;PADOVA;28;M;16
2007;2801;Padova;32;Matematica;PADOVA;28;M;16
2007;2801;Padova;SNT2;Fisioterapia;PADOVA;28;F;16
2007;3001;Udine;5;Lettere;UDINE;30;M;16
2007;3001;Udine;8;Ingegneria civile;UDINE;30;F;16
2007;3201;Trieste;3;Traduzione e interpretazione;TRIESTE;32;M;16
2007;3001;Udine;SNT1;Infermieristica;PORDENONE;93;F;16
2007;3001;Udine;32/S;Ingegneria elettronica;UDINE;30;M;16
2006;8701;Catania;SNT2;Fisioterapia;CATANIA;87;F;16
2006;8701;Catania;SNT1;Ostetricia;CATANIA;87;F;16
2006;8701;Catania;99999;Scienze motorie;CATANIA;87;M;16
2006;8701;Catania;99999;Ingegneria informatica;CATANIA;87;F;16
2006;9001;Sassari;11;Lingue e culture straniere moderne;SASSARI;90;F;16
2006;9001;Sassari;15;Scienze politiche;SASSARI;90;M;16
2006;8301;Messina;99999;Odontoiatria e protesi dentaria;MESSINA;83;M;16
2006;8701;Catania;14/S;Chimica e tecnologia farmaceutiche;CATANIA;87;F;16
2007;101;Torino;34;Scienze e tecniche neuropsicologiche;TORINO;1;M;16
2007;101;Torino;28;Economia;TORINO;1;F;16
2007;101;Torino;38;Società e culture d'Europa;TORINO;1;F;16
2007;101;Torino;16/S;Culture moderne comparate;TORINO;1;F;16
2007;101;Torino;17;Economia e gestione delle imprese;PINEROLO;1;M;16
2007;101;Torino;20/S;Fisica delle tecnologie avanzate;TORINO;1;M;16
2006;9201;Cagliari;99999;Scienze dell'educazione;CAGLIARI;92;M;16
2006;9201;Cagliari;26;Informatica;CAGLIARI;92;F;16
2006;9201;Cagliari;28;Economia e politiche europee;CAGLIARI;92;M;16
2006;7801;Calabria;99999;Ingegneria civile;RENDE;78;F;16
2006;7801;Calabria;86/S;Scienze geologiche;RENDE;78;F;16
2006;7801;Calabria;8;Ingegneria per l'ambiente e il territorio;RENDE;78;F;16
2006;7801;Calabria;35/S;Ingegneria informatica;RENDE;78;M;16
2006;7801;Calabria;24;Informazione scientifica sul farmaco;RENDE;78;F;16
2006;7501;Salento;10;Ingegneria gestionale;LECCE;75;M;16
2006;7601;Basilicata;20;Tecnologie agrarie;POTENZA;76;M;16
2006;7601;Basilicata;11;Lingue e culture moderne europee;POTENZA;76;F;16
2006;7901;Catanzaro;SNT3;Tecniche di radiologia medica, per immagini e radioterapia;CATANZARO;79;M;16
2006;8201;Palermo;13;Beni demoetnoantropologici;PALERMO;82;M;16
2006;8201;Palermo;14;Discipline della comunicazione;PALERMO;82;F;16
2006;8201;Palermo;18;Educatore interculturale;PALERMO;82;F;16
2006;8201;Palermo;19;Responsabile del governo e delle politiche locali;PALERMO;82;F;16
2006;8201;Palermo;26;Informatica;PALERMO;82;M;16
2006;8301;Messina;17;Economia aziendale;MESSINA;83;F;16
2006;8301;Messina;9;Ingegneria elettronica;MESSINA;83;M;16
2006;5807;Roma Tre;99999;Ingegneria elettronica;ROMA;58;F;16
2006;5805;Roma LUISS;28;Economia politica;ROMA;58;M;16
2006;5803;Roma LUMSA;59/S;Comunicazione d'impresa, pubblicità e nuovi media;ROMA;58;M;16
2006;5803;Roma LUMSA;39;Scienze turistiche;ROMA;58;F;16
2006;5803;Roma LUMSA;99999;Scienze politiche;ROMA;58;M;16
2006;6001;Cassino;10;Ingegneria elettrica;CASSINO;60;M;16
2006;6001;Cassino;99999;Ingegneria delle telecomunicazioni;CASSINO;60;M;16
2006;6001;Cassino;99999;Ingegneria elettrica;CASSINO;60;M;16
2006;6301;Napoli Federico II;16;Scienze geologiche;NAPOLI;63;F;16
2006;6302;Napoli Parthenope;17;Amministrazione e controllo;NAPOLI;63;F;16
2006;6301;Napoli Federico II;99999;Matematica;NAPOLI;63;M;16
2006;6301;Napoli Federico II;34/S;Ingegneria gestionale;NAPOLI;63;F;16
2006;6301;Napoli Federico II;38;Storia;NAPOLI;63;F;16
2006;6301;Napoli Federico II;47/S;Medicina veterinaria;NAPOLI;63;F;16
2006;6303;Napoli L'Orientale;99999;Filosofia;NAPOLI;63;F;16
2006;6302;Napoli Parthenope;99999;Scienze nautiche;NAPOLI;63;M;16
2006;6306;Napoli Vanvitelli;17;Economia e legislazione d'impresa;CAPUA;61;M;16
2006;6306;Napoli Vanvitelli;28;economia e commercio;CAPUA;61;M;16
2006;6306;Napoli Vanvitelli;10;Ingegneria aerospaziale;AVERSA;61;M;16
2006;6306;Napoli Vanvitelli;82/S;Scienze e tecnologie per l'ambiente ed il territorio;CASERTA;61;M;16
2006;6601;L'Aquila;10;Ingegneria chimica;L'AQUILA;66;F;16
2006;6501;Salerno;99999;Scienze dell'educazione;FISCIANO;65;M;16
2006;6601;L'Aquila;SNT3;Tecniche di laboratorio biomedico;L'AQUILA;66;M;16
2006;6901;Chieti e Pescara;17;Economia e amministrazione delle imprese;PESCARA;68;F;16
2006;7001;Molise;99999;Scienze politiche;ISERNIA;94;F;16
2006;7201;Bari;1;Biotecnologie per le produzioni agricole ed alimentari;BARI;72;F;16
2006;7201;Bari;31;Scienze giuridiche d'impresa;BARI;72;F;16
2006;7201;Bari;34;Scienze e tecniche psicologiche;BARI;72;M;16
2006;7202;Bari Politecnico;34/S;Ingegneria gestionale;BARI;72;F;16
2006;7201;Bari;SNT2;Fisioterapia;TRICASE;75;F;16
2006;7201;Bari;SNT1;Infermieristica;TARANTO;73;F;16
2007;8701;Catania;71/S;Scienze delle pubbliche amministrazioni;MODICA;88;F;16
2007;8701;Catania;99999;Ingegneria edile;CATANIA;87;M;16
2007;8701;Catania;SNT2;Fisioterapia;CATANIA;87;F;16
2007;9001;Sassari;13;Beni storico-artistici e archeologici;SASSARI;90;F;16
2007;9001;Sassari;46/S;Medicina e chirurgia;SASSARI;90;F;16
2007;9001;Sassari;31;Scienze giuridiche;SASSARI;90;F;16
2007;9001;Sassari;15;Scienze politiche;SASSARI;90;F;16
2007;8701;Catania;14/S;Chimica e tecnologia farmaceutiche;CATANIA;87;F;16
2007;8701;Catania;9;Ingegneria elettronica;CATANIA;87;F;16
2007;8701;Catania;20;Economia e gestione delle imprese agroalimentari;NICOSIA;86;M;16
2007;8601;Enna KORE;14;Scienze della comunicazione multimediale;ENNA;86;M;16
2007;8301;Messina;76/S;Scienze e tecniche delle attività motorie preventive e adattate;MESSINA;83;M;16
2008;101;Torino;37;Scienze statistiche;TORINO;1;F;16
2008;101;Torino;34;Scienze e tecniche psicologiche: organizzazione e lavoro;TORINO;1;F;16
2008;101;Torino;55/S;Lingue e culture per il turismo;TORINO;1;F;16
2008;101;Torino;52/S;Odontoiatria e protesi dentaria;TORINO;1;M;16
2008;101;Torino;28;Economia e gestione del turismo;TORINO;1;F;16
2008;101;Torino;26;Informatica;TORINO;1;F;16
2008;101;Torino;20;Viticoltura ed enologia;GRUGLIASCO;1;M;16
2008;101;Torino;20;Scienze e tecnologie agrarie;GRUGLIASCO;1;M;16
2008;101;Torino;06/S;Biologia dell'ambiente e del lavoro;TORINO;1;F;16
2008;101;Torino;17;Economia e gestione delle imprese;PINEROLO;1;M;16
2008;101;Torino;17;Economia aziendale;ASTI;5;F;16
2008;101;Torino;17;Economia aziendale;ASTI;5;M;16
2008;101;Torino;17;Economia e gestione delle imprese;BIELLA;96;F;16
2007;9201;Cagliari;99999;Ingegneria edile;CAGLIARI;92;F;16
2007;9201;Cagliari;99999;Ingegneria edile;CAGLIARI;92;M;16
2007;9201;Cagliari;38/S;Ingegneria per l'ambiente e il territorio;CAGLIARI;92;M;16
2007;9201;Cagliari;12;Bioecologia applicata;CAGLIARI;92;F;16
2007;9201;Cagliari;14/S;Chimica e tecnologia farmaceutiche;CAGLIARI;92;F;16
2007;7801;Calabria;31;Diritto ed economia;RENDE;78;M;16
2007;7801;Calabria;13;Storia e conservazione del patrimonio artistico, archeologico e musicale;RENDE;78;M;16
2007;7501;Salento;99999;Filosofia;LECCE;75;F;16
2007;7501;Salento;99999;Lettere;LECCE;75;M;16
2007;7601;Basilicata;1;Biotecnologie;POTENZA;76;F;16
2007;8201;Palermo;20;Agricoltura biologica;PALERMO;82;M;16
2007;8201;Palermo;35/S;Ingegneria informatica per i sistemi intelligenti;PALERMO;82;M;16
2007;8201;Palermo;42;Disegno industriale;PALERMO;82;M;16
2007;8201;Palermo;6;Servizio sociale;AGRIGENTO;84;F;16
2007;8201;Palermo;9;Ingegneria informatica;AGRIGENTO;84;M;16
2007;8201;Palermo;10;Ingegneria aerospaziale;PALERMO;82;M;16
2007;8201;Palermo;10;Ingegneria chimica;PALERMO;82;M;16
2007;8301;Messina;14/S;Chimica e tecnologia farmaceutiche;MESSINA;83;M;16
2007;8301;Messina;5;Lettere;REGGIO DI CALABRIA;80;F;16
2007;8301;Messina;18;Scienze dell'educazione e della formazione;MESSINA;83;M;16
2007;8201;Palermo;99999;Lingue e letterature straniere moderne;PALERMO;82;F;16
2007;6501;Salerno;16/S;Filologia moderna;FISCIANO;65;F;16
2007;6501;Salerno;13;Scienze dei beni culturali;FISCIANO;65;F;16
2007;6501;Salerno;31;Scienze giuridiche;FISCIANO;65;F;16
2007;6303;Napoli L'Orientale;5;Lettere;NAPOLI;63;F;16
2007;6302;Napoli Parthenope;99999;Giurisprudenza;NAPOLI;63;M;16
2007;6302;Napoli Parthenope;76/S;Scienze delle attività motorie preventive e adattative;NAPOLI;63;F;16
2007;6302;Napoli Parthenope;53/S;Organizzazione e gestione dei servizi per lo sport e le attivit` motorie;NAPOLI;63;M;16
2007;6306;Napoli Vanvitelli;42;Disegno Industriale;MARCIANISE;61;F;16
2007;6306;Napoli Vanvitelli;42;Disegno industriale per la moda;MARCIANISE;61;M;16
2007;6001;Cassino;99999;Pedagogia;CASSINO;60;F;16
2007;6201;Sannio;2;Operatore giuridico d'impresa;BENEVENTO;62;F;16
2007;6001;Cassino;36/S;Ingegneria meccanica;CASSINO;60;M;16
2007;6001;Cassino;44/S;Retorica e discorso;CASSINO;60;F;16
2007;6001;Cassino;6;Servizio sociale;CASSINO;60;M;16
2007;6301;Napoli Federico II;1;Biotecnologie biomolecolari e industriali;NAPOLI;63;F;16
2007;6302;Napoli Parthenope;19;Scienze dell'amministrazione;NAPOLI;63;F;16
2007;7201;Bari;13/S;Editoria libraria e multimediale;BARI;72;F;16
2007;7201;Bari;17;Economia aziendale;BRINDISI;74;M;16
2007;7201;Bari;20;Scienze e tecnologie agrarie;BARI;72;M;16
2007;7201;Bari;SNT1;Infermieristica;TRICASE;75;F;16
2007;7501;Salento;35;Scienze sociali per la cooperazione, lo sviluppo e il non-profit;LECCE;75;F;16
2007;7501;Salento;13;Beni architettonici, archeologici e dell'ambiente;LECCE;75;M;16
2007;7501;Salento;10;Ingegneria gestionale;BRINDISI;74;F;16
2007;6701;Teramo;15;Scienze politiche internazionali, europee e delle amministrazioni;TERAMO;67;M;16
2007;6701;Teramo;59/S;Pubblicità e comunicazione d'impresa;TERAMO;67;F;16
2007;6601;L'Aquila;14;Culture per la comunicazione;L'AQUILA;66;M;16
2007;6601;L'Aquila;84/S;Scienze economiche ed aziendali;L'AQUILA;66;F;16
2007;6901;Chieti e Pescara;99999;Chimica e tecnologia farmaceutiche;CHIETI;69;F;16
2007;7101;Foggia;SNT2;Logopedia;FOGGIA;71;F;16
2007;7101;Foggia;SNT1;Infermieristica;FOGGIA;71;F;16
2007;7101;Foggia;2;Consulente del lavoro ed esperto di relazioni industriali;FOGGIA;71;F;16
2007;7001;Molise;31;Scienze giuridiche;CAMPOBASSO;70;M;16
2007;7001;Molise;33;Scienze motorie;CAMPOBASSO;70;M;16
2007;5801;Roma La Sapienza;58/S;Formazione, comunicazione e innovazione nei contesti sociali e organizzativi;ROMA;58;M;16
2007;5801;Roma La Sapienza;28/S;Ingegneria civile;ROMA;58;M;16
2007;5801;Roma La Sapienza;99999;Lingue e letterature straniere;ROMA;58;M;16
2007;5801;Roma La Sapienza;99999;Lingue e letterature straniere moderne;ROMA;58;F;16
2007;5801;Roma La Sapienza;99999;Fisica;ROMA;58;F;16
2007;5801;Roma La Sapienza;SNT4;Tecniche della prevenzione nell'ambiente e nei luoghi di lavoro;ROMA;58;M;16
2007;5802;Roma Tor Vergata;12;Biologia umana;ROMA;58;F;16
2007;5802;Roma Tor Vergata;11;Lingue nella società dell'informazione;ROMA;58;M;16
2007;5801;Roma La Sapienza;SNT2/S;Scienze delle professioni sanitarie della riabilitazione;ROMA;58;F;16
2007;5801;Roma La Sapienza;SNT3;Igiene dentale;ROMA;58;F;16
2007;5806;Roma Foro Italico;53/S;Management dello sport e delle attività motorie;ROMA;58;M;16
2007;5805;Roma LUISS;84/S;Amministrazione di impresa;ROMA;58;M;16
2007;5805;Roma LUISS;64/S;Economia e finanza;ROMA;58;M;16
2007;5805;Roma LUISS;70/S;Comunicazione politica, economica ed istituzionale;ROMA;58;F;16
2007;5807;Roma Tre;95/S;Storia dell'arte;ROMA;58;F;16
2007;5808;Roma Biomedico;SNT3;Dietistica;ROMA;58;F;16
2007;5808;Roma Biomedico;26/S;Ingegneria biomedica;ROMA;58;M;16
2007;5803;Roma LUMSA;59/S;Comunicazione d'impresa, pubblicità e nuovi media;ROMA;58;M;16
2007;5803;Roma LUMSA;60/S;Politica delle relazioni internazionali;ROMA;58;F;16
2007;5803;Roma LUMSA;15;Scienze politiche, sociali e internazionali;ROMA;58;M;16
2007;5802;Roma Tor Vergata;26/S;Ingegneria medica;ROMA;58;F;16
2007;5801;Roma La Sapienza;06/S;Genetica e biologia molecolare;ROMA;58;F;16
2007;5801;Roma La Sapienza;11;Lingue e letterature moderne;ROMA;58;M;16
2007;5801;Roma La Sapienza;09/S;Biotecnologie mediche, molecolari e cellulari;ROMA;58;F;16
2007;5801;Roma La Sapienza;8;Ingegneria per l'ambiente ed il territorio;RIETI;57;M;16
2007;5401;Perugia;SNT3;Tecniche di radiologia medica, per immagini e radioterapia;PERUGIA;54;M;16
2007;5401;Perugia;29;Filosofia;PERUGIA;54;M;16
2007;5401;Perugia;38/S;Ingegneria per l'ambiente e il territorio;PERUGIA;54;M;16
2007;5401;Perugia;69/S;Scienze dell'alimentazione e della nutrizione umana;PERUGIA;54;F;16
2007;5401;Perugia;60/S;Relazioni internazionali;PERUGIA;54;F;16
2007;5401;Perugia;99999;Conservazione dei beni culturali;PERUGIA;54;M;16
2007;5401;Perugia;14;Scienze della comunicazione;PERUGIA;54;M;16
2007;5201;Siena;SNT1;Infermieristica;GROSSETO;53;F;16
2007;5201;Siena;99999;Lingue e letterature straniere;SIENA;52;F;16
2007;5001;Pisa;99999;Ingegneria elettronica;PISA;50;M;16
2007;5001;Pisa;29/S;Ingegneria dell'automazione;PISA;50;M;16
2007;5001;Pisa;27;Scienze e tecnologie per l'ambiente;PISA;50;M;16
2007;5001;Pisa;24;Tecniche erboristiche;PISA;50;F;16
2007;5001;Pisa;10;Ingegneria chimica;PISA;50;F;16
2007;5001;Pisa;10;Ingegneria elettrica;PISA;50;M;16
2007;4801;Firenze;SNT4/S;Scienze delle professioni sanitarie della prevenzione;EMPOLI;48;M;16
2007;4801;Firenze;SNT4;Assistenza sanitaria;FIRENZE;48;F;16
2007;4801;Firenze;36;Sociologia;FIRENZE;48;M;16
2007;4801;Firenze;20;Viticoltura ed enologia;FIRENZE;48;F;16
2007;4201;Marche;99999;Economia e commercio;ANCONA;42;M;16
2007;4201;Marche;8;Ingegneria civile;ANCONA;42;F;16
2007;4101;Urbino;57/S;Organizzazione e gestione delle politiche e dei servizi sociali;URBINO;41;F;16
2007;4302;Camerino;41;Tecnologie per la conservazione e il restauro dei beni culturali;ASCOLI PICENO;44;F;16
2007;4801;Firenze;13;Storia e tutela dei beni archeologici;FIRENZE;48;M;16
2007;4801;Firenze;17;Marketing e internazionalizzazione - tessile e abbigliamento;PRATO;100;F;16
2007;3701;Bologna;23/S;Scienze dell'informazione;CESENA;40;M;16
2007;3701;Bologna;24;Informazione scientifica sul farmaco;BOLOGNA;37;F;16
2007;3701;Bologna;20;Tecnologie delle produzioni vegetali;BOLOGNA;37;M;16
2007;3701;Bologna;04/S;Architettura;CESENA;40;M;16
2007;3601;Modena e Reggio Emilia;8;Ingegneria ambientale;MODENA;36;F;16
2007;3601;Modena e Reggio Emilia;2;Scienze della consulenza del lavoro;MODENA;36;F;16
2007;3801;Ferrara;SNT1;Ostetricia;FERRARA;38;F;16
2007;3801;Ferrara;SNT1/S;Scienze infermieristiche e ostetriche;FERRARA;38;F;16
2007;3801;Ferrara;SNT1;Infermieristica;FAENZA;39;F;16
2007;3801;Ferrara;12;Scienze biologiche;FERRARA;38;M;16
2007;3801;Ferrara;16;Scienze geologiche;FERRARA;38;M;16
2007;3701;Bologna;99999;Economia del turismo;RIMINI;99;F;16
2007;3701;Bologna;81/S;Prodotti, materiali e processi per la chimica industriale;BOLOGNA;37;M;16
2008;5801;Roma La Sapienza;88/S;Innovazione e sviluppo;ROMA;58;M;16
2008;5801;Roma La Sapienza;99999;Chimica e tecnologia farmaceutiche;ROMA;58;M;16
2008;5801;Roma La Sapienza;59/S;Comunicazione della conoscenza per le imprese e le organizzazioni;ROMA;58;F;16
